timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
400000,32767,32767,32767,32767,32767,32767
404000,32767,32767,32767,-40,32767,32767
408000,32767,32767,32767,32767,32767,32767
412000,32767,32767,32767,32767,-40,32767
416000,32767,32767,32767,32767,32767,32767
420000,32767,32767,32767,32767,32767,32767
424000,32767,32767,32767,32767,32767,32767
428000,32767,32767,32767,32767,32767,32767
432000,32767,32767,32767,32767,-40,32767
436000,32767,32767,32767,32767,32767,32767
440000,32767,32767,32767,32767,32767,32767
444000,32767,32767,32767,32767,32767,32767
448000,32767,32767,32767,32767,32767,32767
452000,32767,32767,32767,32767,32767,32767
456000,32767,32767,32767,32767,-40,32767
460000,32767,32767,32767,32767,32767,32767
464000,32767,32767,32767,32767,32767,32767
468000,32767,32767,32767,-40,32767,32767
472000,32767,32767,32767,32767,32767,32767
476000,32767,32767,32767,32767,-40,32767
480000,32767,32767,32767,32767,32767,32767
484000,32767,32767,32767,32767,32767,32767
488000,32767,32767,32767,32767,32767,32767
492000,32767,32767,32767,32767,32767,32767
496000,32767,32767,32767,32767,32767,32767
500000,32767,32767,32767,32767,-40,32767
504000,32767,32767,32767,32767,32767,32767
508000,32767,32767,32767,32767,32767,32767
512000,32767,32767,32767,32767,32767,32767
516000,32767,32767,32767,32767,0,32767
520000,32767,32767,32767,32767,32767,32767
524000,32767,32767,32767,32767,32767,32767
528000,32767,32767,32767,-40,32767,32767
532000,32767,32767,32767,32767,32767,32767
536000,32767,32767,32767,32767,32767,32767
540000,32767,32767,32767,32767,32767,32767
544000,32767,32767,32767,32767,-40,32767
548000,32767,32767,32767,32767,32767,32767
552000,32767,32767,32767,32767,32767,32767
556000,32767,32767,32767,32767,32767,32767
560000,32767,32767,32767,32767,32767,32767
564000,32767,32767,32767,32767,-40,32767
568000,32767,32767,32767,32767,32767,32767
572000,32767,32767,32767,32767,32767,32767
576000,32767,32767,32767,32767,32767,32767
580000,32767,32767,32767,32767,32767,32767
584000,32767,32767,32767,32767,32767,32767
588000,32767,32767,32767,32767,-40,32767
592000,32767,32767,32767,-40,32767,32767
596000,32767,32767,32767,32767,32767,32767
600000,32767,32767,32767,32767,32767,32767
604000,32767,32767,32767,32767,32767,32767
608000,32767,32767,32767,32767,-40,32767
612000,32767,32767,32767,32767,32767,32767
616000,32767,32767,32767,32767,32767,32767
620000,32767,32767,32767,32767,32767,32767
624000,32767,32767,32767,32767,32767,32767
628000,32767,32767,32767,32767,32767,32767
632000,32767,32767,32767,32767,-40,32767
636000,32767,32767,32767,32767,32767,32767
640000,32767,32767,32767,32767,32767,32767
644000,32767,32767,32767,32767,32767,32767
648000,32767,32767,32767,32767,0,32767
652000,32767,32767,32767,32767,32767,32767
656000,32767,32767,32767,-40,32767,32767
660000,32767,32767,32767,32767,32767,32767
664000,32767,32767,32767,32767,32767,32767
668000,32767,32767,32767,32767,32767,32767
672000,32767,32767,32767,32767,0,32767
676000,32767,32767,32767,32767,32767,32767
680000,32767,32767,32767,32767,32767,32767
684000,32767,32767,32767,32767,32767,32767
688000,32767,32767,32767,32767,32767,32767
692000,32767,32767,32767,32767,32767,32767
696000,32767,32767,32767,32767,-40,32767
700000,32767,32767,32767,32767,32767,32767
704000,32767,32767,32767,32767,32767,32767
708000,32767,32767,32767,32767,32767,32767
712000,32767,32767,32767,32767,32767,32767
716000,32767,32767,32767,32767,32767,32767
720000,32767,32767,32767,-40,-40,32767
724000,32767,32767,32767,32767,32767,32767
728000,32767,32767,32767,32767,32767,32767
732000,32767,32767,32767,32767,32767,32767
736000,32767,32767,32767,32767,32767,32767
740000,32767,32767,32767,32767,-40,32767
744000,32767,32767,32767,32767,32767,32767
748000,32767,32767,32767,32767,32767,32767
752000,32767,32767,32767,32767,32767,32767
756000,32767,32767,32767,32767,32767,32767
760000,32767,32767,32767,32767,32767,32767
764000,32767,32767,32767,32767,-40,32767
768000,32767,32767,32767,32767,32767,32767
772000,32767,32767,32767,32767,32767,32767
776000,32767,32767,32767,32767,32767,32767
780000,32767,32767,32767,-40,32767,32767
784000,32767,32767,32767,32767,-40,32767
788000,32767,32767,32767,32767,32767,32767
792000,32767,32767,32767,32767,32767,32767
796000,32767,32767,32767,32767,32767,32767
800000,32767,32767,32767,32767,32767,32767
804000,32767,32767,32767,32767,0,32767
808000,32767,32767,32767,32767,32767,32767
812000,32767,32767,32767,32767,32767,32767
816000,32767,32767,32767,32767,32767,32767
820000,32767,32767,32767,32767,32767,32767
824000,32767,32767,32767,32767,32767,32767
828000,32767,32767,32767,32767,-40,32767
832000,32767,32767,32767,32767,32767,32767
836000,32767,32767,32767,32767,32767,32767
840000,32767,32767,32767,0,32767,32767
844000,32767,32767,32767,32767,32767,32767
848000,32767,32767,32767,32767,32767,32767
852000,32767,32767,32767,32767,-40,32767
856000,32767,32767,32767,32767,32767,32767
860000,32767,32767,32767,32767,32767,32767
864000,32767,32767,32767,32767,32767,32767
868000,32767,32767,32767,32767,32767,32767
872000,32767,32767,32767,32767,-40,32767
876000,32767,32767,32767,32767,32767,32767
880000,32767,32767,32767,32767,32767,32767
884000,32767,32767,32767,32767,32767,32767
888000,32767,32767,32767,32767,32767,32767
892000,32767,32767,32767,32767,32767,32767
896000,32767,32767,32767,32767,-40,32767
900000,32767,32767,32767,32767,32767,32767
904000,32767,32767,32767,32767,32767,32767
908000,32767,32767,32767,-40,32767,32767
912000,32767,32767,32767,32767,32767,32767
916000,32767,32767,32767,32767,-40,32767
920000,32767,32767,32767,32767,32767,32767
924000,32767,32767,32767,32767,32767,32767
928000,32767,32767,32767,32767,32767,32767
932000,32767,32767,32767,32767,32767,32767
936000,32767,32767,32767,32767,32767,32767
940000,32767,32767,32767,32767,-40,32767
944000,32767,32767,32767,32767,32767,32767
948000,32767,32767,32767,32767,32767,32767
952000,32767,32767,32767,32767,32767,32767
956000,32767,32767,32767,32767,32767,32767
960000,32767,32767,32767,32767,-40,32767
964000,32767,32767,32767,32767,32767,32767
968000,32767,32767,32767,32767,32767,32767
972000,32767,32767,32767,-40,32767,32767
976000,32767,32767,32767,32767,32767,32767
980000,32767,32767,32767,32767,32767,32767
984000,32767,32767,32767,32767,-40,32767
988000,32767,32767,32767,32767,32767,32767
992000,32767,32767,32767,32767,32767,32767
996000,32767,32767,32767,32767,32767,32767
1000000,32767,32767,32767,32767,32767,32767
1004000,32767,32767,32767,32767,32767,32767
1008000,32767,32767,32767,32767,-40,32767
1012000,32767,32767,32767,32767,32767,32767
1016000,32767,32767,32767,32767,32767,32767
1020000,32767,32767,32767,32767,32767,32767
1024000,32767,32767,32767,32767,32767,32767
1028000,32767,32767,32767,32767,-40,32767
1032000,32767,32767,32767,-40,32767,32767
1036000,32767,32767,32767,32767,32767,32767
1040000,32767,32767,32767,32767,32767,32767
1044000,32767,32767,32767,32767,32767,32767
1048000,32767,32767,32767,32767,-40,32767
1052000,32767,32767,32767,32767,32767,32767
1056000,32767,32767,32767,32767,32767,32767
1060000,32767,32767,32767,32767,32767,32767
1064000,32767,32767,32767,32767,32767,32767
1068000,32767,32767,32767,32767,32767,32767
1072000,32767,32767,32767,32767,-40,32767
1076000,32767,32767,32767,32767,32767,32767
1080000,32767,32767,32767,32767,32767,32767
1084000,32767,32767,32767,32767,32767,32767
1088000,32767,32767,32767,32767,32767,32767
1092000,32767,32767,32767,32767,-40,32767
1096000,32767,32767,32767,-40,32767,32767
1100000,32767,32767,32767,32767,32767,32767
1104000,32767,32767,32767,32767,32767,32767
1108000,32767,32767,32767,32767,32767,32767
1112000,32767,32767,32767,32767,32767,32767
1116000,32767,32767,32767,32767,-40,32767
1120000,32767,32767,32767,32767,32767,32767
1124000,32767,32767,32767,32767,32767,32767
1128000,32767,32767,32767,32767,32767,32767
1132000,32767,32767,32767,32767,32767,32767
1136000,32767,32767,32767,32767,-40,32767
1140000,32767,32767,32767,32767,32767,32767
1144000,32767,32767,32767,32767,32767,32767
1148000,32767,32767,32767,32767,32767,32767
1152000,32767,32767,32767,32767,32767,32767
1156000,32767,32767,32767,32767,32767,32767
1160000,32767,32767,32767,-40,-40,32767
1164000,32767,32767,32767,32767,32767,32767
1168000,32767,32767,32767,32767,32767,32767
1172000,32767,32767,32767,32767,32767,32767
1176000,32767,32767,32767,32767,32767,32767
1180000,32767,32767,32767,32767,-40,32767
1184000,32767,32767,32767,32767,32767,32767
1188000,32767,32767,32767,32767,32767,32767
1192000,32767,32767,32767,32767,32767,32767
1196000,32767,32767,32767,32767,32767,32767
1200000,32767,32767,32767,32767,0,32767
1204000,32767,32767,32767,32767,32767,32767
1208000,32767,32767,32767,32767,32767,32767
1212000,32767,32767,32767,32767,32767,32767
1216000,32767,32767,32767,32767,32767,32767
1220000,32767,32767,32767,32767,32767,32767
1224000,32767,32767,32767,-40,-40,32767
1228000,32767,32767,32767,32767,32767,32767
1232000,32767,32767,32767,32767,32767,32767
1236000,32767,32767,32767,32767,32767,32767
1240000,32767,32767,32767,32767,32767,32767
1244000,32767,32767,32767,32767,0,32767
1248000,32767,32767,32767,32767,32767,32767
1252000,32767,32767,32767,32767,32767,32767
1256000,32767,32767,32767,32767,32767,32767
1260000,32767,32767,32767,32767,32767,32767
1264000,32767,32767,32767,32767,32767,32767
1268000,32767,32767,32767,32767,-40,32767
1272000,32767,32767,32767,32767,32767,32767
1276000,32767,32767,32767,32767,32767,32767
1280000,32767,32767,32767,32767,32767,32767
1284000,32767,32767,32767,-40,32767,32767
1288000,32767,32767,32767,32767,32767,32767
1292000,32767,32767,32767,32767,-40,32767
1296000,32767,32767,32767,32767,32767,32767
1300000,32767,32767,32767,32767,32767,32767
1304000,32767,32767,32767,32767,32767,32767
1308000,32767,32767,32767,32767,32767,32767
1312000,32767,32767,32767,32767,-40,32767
1316000,32767,32767,32767,32767,32767,32767
1320000,32767,32767,32767,32767,32767,32767
1324000,32767,32767,32767,32767,32767,32767
1328000,32767,32767,32767,32767,32767,32767
1332000,32767,32767,32767,32767,32767,32767
1336000,32767,32767,32767,32767,-40,32767
1340000,32767,32767,32767,32767,32767,32767
1344000,32767,32767,32767,32767,32767,32767
1348000,32767,32767,32767,-40,32767,32767
1352000,32767,32767,32767,32767,32767,32767
1356000,32767,32767,32767,32767,-40,32767
1360000,32767,32767,32767,32767,32767,32767
1364000,32767,32767,32767,32767,32767,32767
1368000,32767,32767,32767,32767,32767,32767
1372000,32767,32767,32767,32767,32767,32767
1376000,32767,32767,32767,32767,32767,32767
1380000,32767,32767,32767,32767,-40,32767
1384000,32767,32767,32767,32767,32767,32767
1388000,32767,32767,32767,32767,32767,32767
1392000,32767,32767,32767,32767,32767,32767
1396000,32767,32767,32767,32767,32767,32767
1400000,32767,32767,32767,32767,-40,32767
1404000,32767,32767,32767,32767,32767,32767
1408000,32767,32767,32767,32767,32767,32767
1412000,32767,32767,32767,-40,32767,32767
1416000,32767,32767,32767,32767,32767,32767
1420000,32767,32767,32767,32767,32767,32767
1424000,32767,32767,32767,32767,-40,32767
1428000,32767,32767,32767,32767,32767,32767
1432000,32767,32767,32767,32767,32767,32767
1436000,32767,32767,32767,32767,32767,32767
1440000,32767,32767,32767,32767,32767,32767
1444000,32767,32767,32767,32767,-40,32767
1448000,32767,32767,32767,32767,32767,32767
1452000,32767,32767,32767,32767,32767,32767
1456000,32767,32767,32767,32767,32767,32767
1460000,32767,32767,32767,32767,32767,32767
1464000,32767,32767,32767,32767,32767,32767
1468000,32767,32767,32767,32767,-40,32767
1472000,32767,32767,32767,32767,32767,32767
1476000,32767,32767,32767,-40,32767,32767
1480000,32767,32767,32767,32767,32767,32767
1484000,32767,32767,32767,32767,32767,32767
1488000,32767,32767,32767,32767,-40,32767
1492000,32767,32767,32767,32767,32767,32767
1496000,32767,32767,32767,32767,32767,32767
1500000,32767,32767,32767,32767,32767,32767
1504000,32767,32767,32767,32767,32767,32767
1508000,32767,32767,32767,32767,32767,32767
1512000,32767,32767,32767,32767,-40,32767
1516000,32767,32767,32767,32767,32767,32767
1520000,32767,32767,32767,32767,32767,32767
1524000,32767,32767,32767,32767,32767,32767
1528000,32767,32767,32767,32767,32767,32767
1532000,32767,32767,32767,32767,-40,32767
1536000,32767,32767,32767,-40,32767,32767
1540000,32767,32767,32767,32767,32767,32767
1544000,32767,32767,32767,32767,32767,32767
1548000,32767,32767,32767,32767,32767,32767
1552000,32767,32767,32767,32767,32767,32767
1556000,32767,32767,32767,32767,-40,32767
1560000,32767,32767,32767,32767,32767,32767
1564000,32767,32767,32767,32767,32767,32767
1568000,32767,32767,32767,32767,32767,32767
1572000,32767,32767,32767,32767,32767,32767
1576000,32767,32767,32767,32767,-40,32767
1580000,32767,32767,32767,32767,32767,32767
1584000,32767,32767,32767,32767,32767,32767
1588000,32767,32767,32767,32767,32767,32767
1592000,32767,32767,32767,32767,32767,32767
1596000,32767,32767,32767,32767,32767,32767
1600000,32767,32767,32767,-40,-40,32767
1604000,32767,32767,32767,32767,32767,32767
1608000,32767,32767,32767,32767,32767,32767
1612000,32767,32767,32767,32767,32767,32767
1616000,32767,32767,32767,32767,0,32767
1620000,32767,32767,32767,32767,32767,32767
1624000,32767,32767,32767,32767,32767,32767
1628000,32767,32767,32767,32767,32767,32767
1632000,32767,32767,32767,32767,32767,32767
1636000,32767,32767,32767,32767,32767,32767
1640000,32767,32767,32767,32767,32767,32767
1644000,32767,32767,32767,32767,-40,32767
1648000,32767,32767,32767,32767,32767,32767
1652000,32767,32767,32767,32767,32767,32767
1656000,32767,32767,32767,32767,32767,32767
1660000,32767,32767,32767,32767,32767,32767
1664000,32767,32767,32767,-40,-40,32767
1668000,32767,32767,32767,32767,32767,32767
1672000,32767,32767,32767,32767,32767,32767
1676000,32767,32767,32767,32767,32767,32767
1680000,32767,32767,32767,32767,32767,32767
1684000,32767,32767,32767,32767,32767,32767
1688000,32767,32767,32767,32767,-40,32767
1692000,32767,32767,32767,32767,32767,32767
1696000,32767,32767,32767,32767,32767,32767
1700000,32767,32767,32767,32767,32767,32767
1704000,32767,32767,32767,32767,32767,32767
1708000,32767,32767,32767,32767,-40,32767
1712000,32767,32767,32767,32767,32767,32767
1716000,32767,32767,32767,32767,32767,32767
1720000,32767,32767,32767,32767,32767,32767
1724000,32767,32767,32767,32767,32767,32767
1728000,32767,32767,32767,-40,32767,32767
1732000,32767,32767,32767,32767,-40,32767
1736000,32767,32767,32767,32767,32767,32767
1740000,32767,32767,32767,32767,32767,32767
1744000,32767,32767,32767,32767,32767,32767
1748000,32767,32767,32767,32767,32767,32767
1752000,32767,32767,32767,32767,-40,32767
1756000,32767,32767,32767,32767,32767,32767
1760000,32767,32767,32767,32767,32767,32767
1764000,32767,32767,32767,32767,32767,32767
1768000,32767,32767,32767,32767,32767,32767
1772000,32767,32767,32767,32767,32767,32767
1776000,32767,32767,32767,32767,-40,32767
1780000,32767,32767,32767,32767,32767,32767
1784000,32767,32767,32767,32767,32767,32767
1788000,32767,32767,32767,-40,32767,32767
1792000,32767,32767,32767,32767,32767,32767
1796000,32767,32767,32767,32767,-40,32767
1800000,32767,32767,32767,32767,32767,32767
1804000,32767,32767,32767,32767,32767,32767
1808000,32767,32767,32767,32767,32767,32767
1812000,32767,32767,32767,32767,32767,32767
1816000,32767,32767,32767,32767,0,32767
1820000,32767,32767,32767,32767,32767,32767
1824000,32767,32767,32767,32767,32767,32767
1828000,32767,32767,32767,32767,32767,32767
1832000,32767,32767,32767,32767,32767,32767
1836000,32767,32767,32767,32767,32767,32767
1840000,32767,32767,32767,32767,-40,32767
1844000,32767,32767,32767,32767,32767,32767
1848000,32767,32767,32767,32767,32767,32767
1852000,32767,32767,32767,-40,32767,32767
1856000,32767,32767,32767,32767,32767,32767
1860000,32767,32767,32767,32767,32767,32767
1864000,32767,32767,32767,32767,-40,32767
1868000,32767,32767,32767,32767,32767,32767
1872000,32767,32767,32767,32767,32767,32767
1876000,32767,32767,32767,32767,32767,32767
1880000,32767,32767,32767,32767,32767,32767
1884000,32767,32767,32767,32767,-40,32767
1888000,32767,32767,32767,32767,32767,32767
1892000,32767,32767,32767,32767,32767,32767
1896000,32767,32767,32767,32767,32767,32767
1900000,32767,32767,32767,32767,32767,32767
1904000,32767,32767,32767,32767,32767,32767
1908000,32767,32767,32767,32767,-40,32767
1912000,32767,32767,32767,32767,32767,32767
1916000,32767,32767,32767,-40,32767,32767
1920000,32767,32767,32767,32767,32767,32767
1924000,32767,32767,32767,32767,32767,32767
1928000,32767,32767,32767,32767,-40,32767
1932000,32767,32767,32767,32767,32767,32767
1936000,32767,32767,32767,32767,32767,32767
1940000,32767,32767,32767,32767,32767,32767
1944000,32767,32767,32767,32767,32767,32767
1948000,32767,32767,32767,32767,32767,32767
1952000,32767,32767,32767,32767,-40,32767
1956000,32767,32767,32767,32767,32767,32767
1960000,32767,32767,32767,32767,32767,32767
1964000,32767,32767,32767,32767,32767,32767
1968000,32767,32767,32767,32767,32767,32767
1972000,32767,32767,32767,32767,-40,32767
1976000,32767,32767,32767,32767,32767,32767
1980000,32767,32767,32767,-40,32767,32767
1984000,32767,32767,32767,32767,32767,32767
1988000,32767,32767,32767,32767,32767,32767
1992000,32767,32767,32767,32767,32767,32767
1996000,32767,32767,32767,32767,-40,32767
2000000,32767,32767,32767,32767,32767,32767
2004000,32767,32767,32767,32767,32767,32767
2008000,32767,32767,32767,32767,32767,32767
2012000,32767,32767,32767,32767,32767,32767
2016000,32767,32767,32767,32767,-40,32767
2020000,32767,32767,32767,32767,32767,32767
2024000,32767,32767,32767,32767,32767,32767
2028000,32767,32767,32767,32767,32767,32767
2032000,32767,32767,32767,32767,32767,32767
2036000,32767,32767,32767,0,0,32767
2040000,32767,32767,32767,32767,32767,32767
2044000,32767,32767,32767,32767,32767,32767
2048000,32767,32767,32767,32767,32767,32767
2052000,32767,32767,32767,32767,32767,32767
2056000,32767,32767,32767,32767,32767,32767
2060000,32767,32767,32767,32767,-40,32767
2064000,32767,32767,32767,32767,32767,32767
2068000,32767,32767,32767,32767,32767,32767
2072000,32767,32767,32767,32767,32767,32767
2076000,32767,32767,32767,32767,32767,32767
2080000,32767,32767,32767,32767,0,32767
2084000,32767,32767,32767,32767,32767,32767
2088000,32767,32767,32767,32767,32767,32767
2092000,32767,32767,32767,32767,32767,32767
2096000,32767,32767,32767,32767,32767,32767
2100000,32767,32767,32767,32767,32767,32767
2104000,32767,32767,32767,-40,-40,32767
2108000,32767,32767,32767,32767,32767,32767
2112000,32767,32767,32767,32767,32767,32767
2116000,32767,32767,32767,32767,32767,32767
2120000,32767,32767,32767,32767,32767,32767
2124000,32767,32767,32767,32767,32767,32767
2128000,32767,32767,32767,32767,-40,32767
2132000,32767,32767,32767,32767,32767,32767
2136000,32767,32767,32767,32767,32767,32767
2140000,32767,32767,32767,32767,32767,32767
2144000,32767,32767,32767,32767,32767,32767
2148000,32767,32767,32767,32767,-40,32767
2152000,32767,32767,32767,32767,32767,32767
2156000,32767,32767,32767,32767,32767,32767
2160000,32767,32767,32767,32767,32767,32767
2164000,32767,32767,32767,32767,32767,32767
2168000,32767,32767,32767,-40,32767,32767
2172000,32767,32767,32767,32767,-40,32767
2176000,32767,32767,32767,32767,32767,32767
2180000,32767,32767,32767,32767,32767,32767
2184000,32767,32767,32767,32767,32767,32767
2188000,32767,32767,32767,32767,32767,32767
2192000,32767,32767,32767,32767,-40,32767
2196000,32767,32767,32767,32767,32767,32767
2200000,32767,32767,32767,32767,32767,32767
2204000,32767,32767,32767,32767,32767,32767
2208000,32767,32767,32767,32767,32767,32767
2212000,32767,32767,32767,32767,32767,32767
2216000,32767,32767,32767,32767,-40,32767
2220000,32767,32767,32767,32767,32767,32767
2224000,32767,32767,32767,32767,32767,32767
2228000,32767,32767,32767,32767,32767,32767
2232000,32767,32767,32767,-40,32767,32767
2236000,32767,32767,32767,32767,-40,32767
2240000,32767,32767,32767,32767,32767,32767
2244000,32767,32767,32767,32767,32767,32767
2248000,32767,32767,32767,32767,32767,32767
2252000,32767,32767,32767,32767,32767,32767
2256000,32767,32767,32767,32767,32767,32767
2260000,32767,32767,32767,32767,-40,32767
2264000,32767,32767,32767,32767,32767,32767
2268000,32767,32767,32767,32767,32767,32767
2272000,32767,32767,32767,32767,32767,32767
2276000,32767,32767,32767,32767,32767,32767
2280000,32767,32767,32767,32767,-40,32767
2284000,32767,32767,32767,32767,32767,32767
2288000,32767,32767,32767,0,32767,32767
2292000,32767,32767,32767,32767,32767,32767
2296000,32767,32767,32767,32767,32767,32767
2300000,32767,32767,32767,32767,32767,32767
2304000,32767,32767,32767,32767,-40,32767
2308000,32767,32767,32767,32767,32767,32767
2312000,32767,32767,32767,32767,32767,32767
2316000,32767,32767,32767,32767,32767,32767
2320000,32767,32767,32767,32767,32767,32767
2324000,32767,32767,32767,32767,-40,32767
2328000,32767,32767,32767,32767,32767,32767
2332000,32767,32767,32767,32767,32767,32767
2336000,32767,32767,32767,32767,32767,32767
2340000,32767,32767,32767,32767,32767,32767
2344000,32767,32767,32767,32767,32767,32767
2348000,32767,32767,32767,32767,-40,32767
2352000,32767,32767,32767,32767,32767,32767
2356000,32767,32767,32767,-40,32767,32767
2360000,32767,32767,32767,32767,32767,32767
2364000,32767,32767,32767,32767,32767,32767
2368000,32767,32767,32767,32767,-40,32767
2372000,32767,32767,32767,32767,32767,32767
2376000,32767,32767,32767,32767,32767,32767
2380000,32767,32767,32767,32767,32767,32767
2384000,32767,32767,32767,32767,32767,32767
2388000,32767,32767,32767,32767,32767,32767
2392000,32767,32767,32767,32767,-40,32767
2396000,32767,32767,32767,32767,32767,32767
2400000,32767,32767,32767,32767,32767,32767
2404000,32767,32767,32767,32767,32767,32767
2408000,32767,32767,32767,32767,32767,32767
2412000,32767,32767,32767,32767,-40,32767
2416000,32767,32767,32767,32767,32767,32767
2420000,32767,32767,32767,-40,32767,32767
2424000,32767,32767,32767,32767,32767,32767
2428000,32767,32767,32767,32767,32767,32767
2432000,32767,32767,32767,32767,32767,32767
2436000,32767,32767,32767,32767,-40,32767
2440000,32767,32767,32767,32767,32767,32767
2444000,32767,32767,32767,32767,32767,32767
2448000,32767,32767,32767,32767,32767,32767
2452000,32767,32767,32767,32767,32767,32767
2456000,32767,32767,32767,32767,-40,32767
2460000,32767,32767,32767,32767,32767,32767
2464000,32767,32767,32767,32767,32767,32767
2468000,32767,32767,32767,32767,32767,32767
2472000,32767,32767,32767,32767,32767,32767
2476000,32767,32767,32767,32767,32767,32767
2480000,32767,32767,32767,32767,-40,32767
2484000,32767,32767,32767,-40,32767,32767
2488000,32767,32767,32767,32767,32767,32767
2492000,32767,32767,32767,32767,32767,32767
2496000,32767,32767,32767,32767,0,32767
2500000,32767,32767,32767,32767,32767,32767
2504000,32767,32767,32767,32767,32767,32767
2508000,32767,32767,32767,32767,32767,32767
2512000,32767,32767,32767,32767,32767,32767
2516000,32767,32767,32767,32767,32767,32767
2520000,32767,32767,32767,32767,32767,32767
2524000,32767,32767,32767,32767,-40,32767
2528000,32767,32767,32767,32767,32767,32767
2532000,32767,32767,32767,32767,32767,32767
2536000,32767,32767,32767,32767,32767,32767
2540000,32767,32767,32767,32767,32767,32767
2544000,32767,32767,32767,-40,-40,32767
2548000,32767,32767,32767,32767,32767,32767
2552000,32767,32767,32767,32767,32767,32767
2556000,32767,32767,32767,32767,32767,32767
2560000,32767,32767,32767,32767,32767,32767
2564000,32767,32767,32767,32767,32767,32767
2568000,32767,32767,32767,32767,-40,32767
2572000,32767,32767,32767,32767,32767,32767
2576000,32767,32767,32767,32767,32767,32767
2580000,32767,32767,32767,32767,32767,32767
2584000,32767,32767,32767,32767,32767,32767
2588000,32767,32767,32767,32767,-40,32767
2592000,32767,32767,32767,32767,32767,32767
2596000,32767,32767,32767,32767,32767,32767
2600000,32767,32767,32767,32767,32767,32767
2604000,32767,32767,32767,32767,32767,32767
2608000,32767,32767,32767,-40,32767,32767
2612000,32767,32767,32767,32767,-40,32767
2616000,32767,32767,32767,32767,32767,32767
2620000,32767,32767,32767,32767,32767,32767
2624000,32767,32767,32767,32767,32767,32767
2628000,32767,32767,32767,32767,32767,32767
2632000,32767,32767,32767,32767,-40,32767
2636000,32767,32767,32767,32767,32767,32767
2640000,32767,32767,32767,32767,32767,32767
2644000,32767,32767,32767,32767,32767,32767
2648000,32767,32767,32767,32767,32767,32767
2652000,32767,32767,32767,32767,32767,32767
2656000,32767,32767,32767,32767,-40,32767
2660000,32767,32767,32767,32767,32767,32767
2664000,32767,32767,32767,32767,32767,32767
2668000,32767,32767,32767,0,32767,32767
2672000,32767,32767,32767,32767,32767,32767
2676000,32767,32767,32767,32767,-40,32767
2680000,32767,32767,32767,32767,32767,32767
2684000,32767,32767,32767,32767,32767,32767
2688000,32767,32767,32767,32767,32767,32767
2692000,32767,32767,32767,32767,32767,32767
2696000,32767,32767,32767,32767,32767,32767
2700000,32767,32767,32767,32767,-40,32767
2704000,32767,32767,32767,32767,32767,32767
2708000,32767,32767,32767,32767,32767,32767
2712000,32767,32767,32767,32767,32767,32767
2716000,32767,32767,32767,32767,32767,32767
2720000,32767,32767,32767,32767,-40,32767
2724000,32767,32767,32767,32767,32767,32767
2728000,32767,32767,32767,32767,32767,32767
2732000,32767,32767,32767,32767,32767,32767
2736000,32767,32767,32767,-40,32767,32767
2740000,32767,32767,32767,32767,32767,32767
2744000,32767,32767,32767,32767,-40,32767
2748000,32767,32767,32767,32767,32767,32767
